topic,Text
4,"Well, I had high hopes for these treats, which are small, and smell terrible. They are semi-moist treats. Other than the smell, they seem like a fine product, just not for my boy Wesley. He was totally uninterested. He sniffed it once, and that was it. He wouldn't even chase it when it rolled across the room. (A clear poor sign.) So, although the resealable packaging is great, and the cat depicted on the bag is cute, this won't be a winner in our household. Perhaps a different flavor would be better.<br /><br />One thing to note, Wesley has not had semi-moist treats before, so that could be it as well. Hopefully your cat will have happier results!"
0,BURNED OUT ON COFFEE THIS TEA FILLS THE VOID PERFECTLY FOR ME.I DEFINITELT WILL PURCHASE MORE TEA IN FUTURE .TWININGS MAKES GREAT TEA.
1,"It's exactly what it claims to be: carbonated juice. Imagine mixing 2 parts snapple with 1 part seltzer. It's a lot like that, but simpler.<br /><br />The flavor is definitely juicy, not sugary like soda. But, it's not very complex. Think juice box. Kiwi is the primary flavor. I can hardly taste any strawberry. It tasted more like grape and maybe a hint raspberry.<br /><br />All in all, an excellent alternative to soda. It's a bit on the pricey side at nearly a dollar for a 8.3 oz can. The only non-natural ingredient is ascorbic acid AKA Vitamin C as a preservative. In fact, I would recommend they add a little more Vitamin C to give it more tart. As is, it contains 100% DV of Vitamin C.<br /><br />I'd say its worth buying. Its a refreshing drink that doesn't leave you feeling guilty or crashing from a sugar high later. Just don't get in the habit of expecting the flavor as labeled."
0,"My sister is the real tea drinker in the family, I lean more toward coffee. But I was attracted to the idea of this tea: a Fair Trade product, totally organic, described as ""bold and sweetly smooth,"" and I wanted to give it a try. Once I had opened the lid (double lid, actually) on the neat looking can and saw the incredibly dark and aromatic leaves, I knew I wanted this all to myself. True to its promise this Earl Grey tea is delicious. A strong tea, a smooth tea, no bitterness (my usual complaint about tea in general), and really does not need the addition of lemon, milk or sweetener - as a matter of fact, I think that would hide some of the more nuanced flavors I tasted here. I will definitely keep a can of this on hand for myself..... and I may even buy one for my sister."
0,"I ordered three different kinds of Yogi tea based on the great reviews -- lemon ginger, stomach ease, and green tea super antioxident. Unfortunately, they all taste exactly the same -- like licorice. If you like licorice flavor, you'll like this tea. If you're looking for something that actually tastes like lemon and ginger, look elsewhere."
1,"When I first glanced at this item, my first thought was a Nehi orange-type soft drink.  However, it is made of 100% fruit juice with carbonation added.  It tastes way too sweet for my taste buds, much more than regular OJ.  In fact, it left an aftertaste in my mouth and I had to brush my teeth right after taste-testing it.<br /><br />I ended up mixing the rest with a shot of vodka and it made a great screwdriver with a kick of carbonation."
2,"I tasted these apples at a store with my 3-yr old daughter, and we both really liked them.  Most dried apples I've tasted are really soft and thick.  These are a little thinner and crunchier.  And Amazon had the best price I could find.  We will order these again when we run out.  A great snack to have in the car, too."
0,Trader Joe's Pomegranate White tea is superior to this tea. This is very bitter and perfumey. Maybe thats what you get when you brew whole leaves and stems . I found it repulsive.
0,"Thought I was ordering summer tea flavors, got leftover winter garbage. I will not buy from this seller again. I HATE iced coffee, much less gingerbread and eggnog flavors! I cannot believe I just spent that amount of money on crap that I will not ever drink. Should have waited until Walmart carried it! Does Keurig know this stuff is being sold under such false advertisements? Yes, I know it says flavors may be substituted. That would be fine if they were more teas. If I had wanted gross iced coffee flavors, I would have ordered such!<br /><br />On the up side, the peach tea I received was very good. Otherwise, don't waste your money!"
3,Love this hot chocolate. Made with skim milk for a healthier delicious hot drink. Creamy and tasty. Will never go back to supermarket hot chocolates.
3,"Of the few Hot Cocoa flavors we've tried, this is the best so far.  It has the richest flavor and I dont notice the artificial taste that others have commented on.  Its also very affordable compared to other k-cups right now.  I thought that the k-cup making process must have gotten more expensive over the last year, but now I know they are truely sticking it to us since these are still reasonable priced."
3,I used the minimum cup size to try and maximize the chocolate taste.  This did not help but if you like a weak chocolate taste then you will like it.
0,"This smooth black Earl Grey is a classic. Just the right amount of Bergamot oil. The brew isn't bitter, even if you over steep. Smooth and rich, but not heavy. I often reach for this tea on chilly mornings.<br /><br />Is this review helpful? Let me know, please vote. :-)"
1,"Are you looking for a relatively healthy option for soda?  well, look no further!  This product delivers that slightly fizzy drink you remember from the soda fountain days and a lot of flavor.  It also goes back to a serving size that used to be considered normal!<br /><br />Here is a quick summary of the things I like, and the things that I did not like as much:<br /><br />First, the positive:<br /><br />The flavor is very much forward and does taste exactly like what is described on the label. In this particular flavor, that means Kiwi and Berry.  Both flavors are definately distinguishable, which is very nice!<br /><br />The carbonation is such that it will not cause you to burp as you drink it.  It seems that many of the sodas out today have taken carbonation to the extreme.<br /><br />The serving size is finally such that you can enjoy it without feeling that you need to drink more than you really wanted.  I do not know about you, but I had it beat into my head at an early age not to waste food and I find that I will unconcsiouly drink all of anything that I open.  Not really a good thing when the smallest drink size is 12 ounces and most are much larger than that!  Yes, I know you can always pour out what is more than want, but how often does that happen?<br /><br />The can size makes it very easy to pack in a lunch, brief case, computer case, etc.  It is also easy to carry when you go for a hike (just remember to pack out the empty).  Speaking of packing out the empty, the aluminum that the can is made from is easily recyclable.<br /><br />Now for the downside:<br /><br />The pricing on this product is very high.  Crystal Geyser has essentially the same product and is priced much lower.  We have been buying Crystal Geyser since 2005 and it runs about 85 cents for a 12 oz bottle.  That is just the right size to split between two people.<br /><br />The number of calories contained in this drink is also quite high at 135 calories for 8.3 fluid ounces.  As a comparison, Crystal Geyser is 130 calories for 12 fluid ounces.  That is about 50% more calories in this drink!  This can be a real issue especially if you find that you need two cans of this beverage instead of the single serving size.  As an additional comparson, a serving size of Coca-cola Classic is 97 calories for 8 ounces.  So, do not think that drinking this instead of Coke will help you with a diet!!<br /><br />I have a bit of trouble with the label stating that the product is 100% fuit juice since they add carbonated water to it.  I think the way they get away with their statement is that they used concentrated juice blends (water removed from fruit juice) and then add back carbonated water to reconstitute it.  That is a fine line, but I think they would be better served by using the same statement that Crystal Geyser uses, 70% fruit juice.  That 70% is fruit juice concetrate.  The remaining 30% is carbonated water.<br /><br />Having to buy a case of 24 is also a real pain if you do not have a lot of storage.  Most other products come in packages of 4 or 6 (if not as singles) which can make it much easier to store.<br /><br />Ok, so overall, this is a good product that has good flavor and comes in a reasonable size container.  It makes a nice addition when you are looking for something to drink, just do not think there are fewer calories in this drink than in soda!<br /><br />The reason I gave this product a 4 instead of a 5 is because of the calorie count, the price, the volume you need to order, and their labeling (stating that a product is 100% juice means just that, no additives and that is not correct since they add carbonated water.  I will give them the vitamin additives)."
